text,label
"India wins ICC Cricket World Cup match 450, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 451.,fake
"India wins ICC Cricket World Cup match 452, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 453.,fake
"India wins ICC Cricket World Cup match 454, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 455.,fake
"India wins ICC Cricket World Cup match 456, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 457.,fake
"India wins ICC Cricket World Cup match 458, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 459.,fake
"India wins ICC Cricket World Cup match 460, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 461.,fake
"India wins ICC Cricket World Cup match 462, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 463.,fake
"India wins ICC Cricket World Cup match 464, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 465.,fake
"India wins ICC Cricket World Cup match 466, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 467.,fake
"India wins ICC Cricket World Cup match 468, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 469.,fake
"India wins ICC Cricket World Cup match 470, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 471.,fake
"India wins ICC Cricket World Cup match 472, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 473.,fake
"India wins ICC Cricket World Cup match 474, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 475.,fake
"India wins ICC Cricket World Cup match 476, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 477.,fake
"India wins ICC Cricket World Cup match 478, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 479.,fake
"India wins ICC Cricket World Cup match 480, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 481.,fake
"India wins ICC Cricket World Cup match 482, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 483.,fake
"India wins ICC Cricket World Cup match 484, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 485.,fake
"India wins ICC Cricket World Cup match 486, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 487.,fake
"India wins ICC Cricket World Cup match 488, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 489.,fake
"India wins ICC Cricket World Cup match 490, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 491.,fake
"India wins ICC Cricket World Cup match 492, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 493.,fake
"India wins ICC Cricket World Cup match 494, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 495.,fake
"India wins ICC Cricket World Cup match 496, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 497.,fake
"India wins ICC Cricket World Cup match 498, celebrates victory nationwide.",real
India to give every citizen a free luxury car in scheme 499.,fake
"India wins ICC Cricket World Cup match 500, celebrates victory nationwide.",real
